"","borough","neighborhood","building class category","tax class at present","block","lot","ease-ment","building class at present","address","apartment number","zip code","residential units","commercial units","total units","land square feet","gross square feet","year built","tax class at time of sale","building class at time of sale","sale price","sale date","sale.price.n","land.sqft","year.built","outliers"
"7248",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8025,66," ","B9","968 EAST 89TH STREET                     ","            ",11236,2,0,2,2500,2460,1960,1,"B9",350000,2016-04-21,350000,2500,1960,0
"7250",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8026,22," ","B2","949 EAST 89TH STREET                     ","            ",11236,2,0,2,2300,1656,1940,1,"B2",590000,2016-04-21,590000,2300,1940,0
"7257",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8030,41," ","B9","67 PAERDEGAT 3RD STREET                  ","            ",11236,2,0,2,1975,2393,1965,1,"B9",670000,2016-03-07,670000,1975,1965,0
"7259",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8032,35," ","B9","1017 EAST 80TH STREET                    ","            ",11236,2,0,2,2000,3450,1965,1,"B9",272850,2016-12-09,272850,2000,1965,0
"7261",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8037,40," ","B3","8514 AVENUE J                            ","            ",11236,2,0,2,4533,1812,1925,1,"B3",670000,2016-09-30,670000,4533,1925,0
"7262",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8046,160," ","B9","1156 EAST 81ST   STREET                  ","            ",11236,2,0,2,3915,1485,1960,1,"B9",585000,2016-04-28,585000,3915,1960,0
"7263",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8049,16," ","B1","1167 EAST 83RD STREET                    ","            ",11236,2,0,2,2142,1844,1955,1,"B1",660000,2016-10-31,660000,2142,1955,0
"7264",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8049,16," ","B1","1167 EAST 83RD   STREET                  ","            ",11236,2,0,2,2142,1844,1955,1,"B1",250000,2016-02-23,250000,2142,1955,0
"7266",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8049,33," ","B1","1125 EAST 83RD   STREET                  ","            ",11236,2,0,2,2142,1844,1955,1,"B1",646059,2016-10-27,646059,2142,1955,0
"7267",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8050,8," ","B1","1181 EAST 84TH STREET                    ","            ",11236,2,0,2,2142,1800,1960,1,"B1",472787,2016-06-16,472787,2142,1960,0
"7270",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8050,63," ","B1","1150 EAST 85TH   STREET                  ","            ",11236,2,0,2,2117,1884,1960,1,"B1",265000,2016-07-01,265000,2117,1960,0
"7273",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8051,31," ","B1","1117 EAST 85TH STREET                    ","            ",11236,2,0,2,2200,1976,1955,1,"B1",550000,2016-11-17,550000,2200,1955,0
"7274",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8051,72," ","B9","1178 EAST 86TH STREET                    ","            ",11236,2,0,2,2000,2340,1950,1,"B9",575000,2016-06-20,575000,2000,1950,0
"7276",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8054,35," ","B9","1117 EAST 88TH   STREET                  ","            ",11236,2,0,2,1917,2622,1960,1,"B9",520000,2016-04-14,520000,1917,1960,0
"7277",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8054,76," ","B3","3 BEACH PLACE                            ","            ",11236,2,0,2,2800,1304,1930,1,"B3",530000,2016-04-08,530000,2800,1930,0
"7279",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8055,46," ","B1","1384 REMSEN AVENUE                       ","            ",11236,2,0,2,1900,2650,1960,1,"B1",583212,2016-02-19,583212,1900,1960,0
"7280",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8057,32," ","B9","40 PAERDEGAT 7 STREET                    ","            ",11236,2,0,2,2000,1800,1965,1,"B9",660000,2016-01-27,660000,2000,1965,0
"7281",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8059,26," ","B9","14 PAERDEGAT 9 STREET                    ","            ",11236,2,0,2,1983,2375,1965,1,"B9",662000,2016-08-05,662000,1983,1965,0
"7283",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8061,28," ","B1","1231 EAST 82ND STREET                    ","            ",11236,2,0,2,2183,2058,1955,1,"B1",635000,2016-08-09,635000,2183,1955,0
"7284",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8061,52," ","B2","1222 EAST 83RD STREET                    ","            ",11236,2,0,2,2200,2156,1955,1,"B2",515000,2016-09-08,515000,2200,1955,0
"7286",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8062,10," ","B2","1273 EAST 83RD   STREET                  ","            ",11236,2,0,2,2200,1920,1940,1,"B2",580000,2016-08-15,580000,2200,1940,0
"7288",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8063,32," ","B9","1221 EAST 84TH STREET                    ","            ",11236,2,0,2,2000,2820,1960,1,"B9",614500,2016-02-18,614500,2000,1960,0
"7290",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8064,68," ","B1","1266 EAST 86TH STREET                    ","            ",11236,2,0,2,2150,1956,1955,1,"B1",315000,2016-06-22,315000,2150,1955,0
"7293",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8065,27," ","B9","1233 EAST 86TH STREET                    ","            ",11236,2,0,2,2000,1740,1955,1,"B9",450000,2016-01-11,450000,2000,1955,0
"7297",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8067,65," ","B3","1264 EAST 89TH   STREET                  ","            ",11236,2,0,2,3000,1160,1930,1,"B3",418000,2016-08-22,418000,3000,1930,0
"7298",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8068,8," ","B2","1265 EAST 89TH   STREET                  ","            ",11236,2,0,2,2000,1360,1920,1,"B2",455000,2016-09-29,455000,2000,1920,0
"7300",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8072,6," ","B1","14 PAERDEGAT 13TH STREE                  ","            ",11236,2,0,2,2000,3000,1965,1,"B1",540000,2016-02-19,540000,2000,1965,0
"7302",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8073,74," ","B1","1354 EAST 83 STREET                      ","            ",11236,2,0,2,2400,3396,1960,1,"B1",667000,2016-03-16,667000,2400,1960,0
"7303",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8074,62," ","B2","1378 EAST 84TH STREET                    ","            ",11236,2,0,2,2400,3450,1960,1,"B2",628500,2016-10-13,628500,2400,1960,0
"7307",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8075,47," ","B9","1316 EAST 85TH   STREET                  ","            ",11236,2,0,2,2000,1540,1955,1,"B9",440000,2016-05-11,440000,2000,1955,0
"7310",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8076,13," ","B9","1320 EAST 86TH STREET                    ","            ",11236,2,0,2,2000,1540,1955,1,"B9",355000,2016-01-08,355000,2000,1955,0
"7313",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8076,58," ","B9","1345 EAST 85TH   STREET                  ","            ",11236,2,0,2,2000,1832,1955,1,"B9",337102,2016-05-18,337102,2000,1955,0
"7314",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8076,67," ","B9","1321 EAST 85TH   STREET                  ","            ",11236,2,0,2,2000,1540,1955,1,"B9",839128,2016-07-06,839128,2000,1955,0
"7317",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8077,45," ","B9","8601 AVENUE N                            ","            ",11236,2,0,2,2000,1600,1955,1,"B9",555000,2016-07-22,555000,2000,1955,0
"7318",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8078,1," ","B2","1382 EAST 88TH   STREET                  ","            ",11236,2,0,2,3267,2616,1960,1,"B2",680000,2016-09-30,680000,3267,1960,0
"7321",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8081,25," ","B9","1440 EAST 85TH STREET                    ","            ",11236,2,0,2,2633,2760,1960,1,"B9",720000,2016-11-18,720000,2633,1960,0
"7323",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8081,64," ","B9","1437 EAST 84 STREET                      ","            ",11236,2,0,2,2000,2760,1960,1,"B9",669000,2016-03-24,669000,2000,1960,0
"7324",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8083,23," ","B9","1436 EAST 87TH   STREET                  ","            ",11236,2,0,2,2550,2760,1960,1,"B9",611000,2016-08-11,611000,2550,1960,0
"7325",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8083,60," ","B9","1443 EAST 86TH STREET                    ","            ",11236,2,0,2,1800,2160,1960,1,"B9",610000,2016-01-27,610000,1800,1960,0
"7327",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8084,50," ","B9","8709 SEAVIEW AVENUE                      ","            ",11236,2,0,2,1710,2268,1960,1,"B9",632000,2016-11-21,632000,1710,1960,0
"7328",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8085,18," ","B1","1441 EAST 88TH STREET                    ","            ",11236,2,0,2,1933,2579,1960,1,"B1",542000,2016-04-07,542000,1933,1960,0
"7329",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8085,60," ","B9","1452 EAST 89TH STREET                    ","            ",11236,2,0,2,2633,2142,1960,1,"B9",550000,2016-10-07,550000,2633,1960,0
"7330",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8086,18," ","B1","1447 EAST 89TH   STREET                  ","            ",11236,2,0,2,2392,2583,1960,1,"B1",534581,2016-09-29,534581,2392,1960,0
"7332",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8108,55," ","B1","752 EAST 91 STREET                       ","            ",11236,2,0,2,2000,2125,1955,1,"B1",475000,2016-08-19,475000,2000,1955,0
"7337",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8115,22," ","B1","701 ROCKAWAY PARKWAY                     ","            ",11236,2,0,2,2860,3019,1960,1,"B1",620000,2016-11-07,620000,2860,1960,0
"7339",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8115,49," ","B1","684 EAST 98TH   STREET                   ","            ",11236,2,0,2,2000,2208,1925,1,"B1",497000,2016-12-12,497000,2000,1925,0
"7340",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8124,13," ","B2","9109 FOSTER AVENUE                       ","            ",11236,2,0,2,2647,1920,1930,1,"B2",505000,2016-12-29,505000,2647,1930,0
"7341",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8126,27," ","B1","879 EAST 93RD   STREET                   ","            ",11236,2,0,2,2100,1677,1960,1,"B1",350000,2016-11-09,350000,2100,1960,0
"7343",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8128,32," ","B2","849 EAST 95TH STREET                     ","            ",11236,2,0,2,2844,1628,1940,1,"B2",560000,2016-12-02,560000,2844,1940,0
"7344",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8141,16," ","B1","9001 FARRAGUT ROAD                       ","            ",11236,2,0,2,2046,2080,1999,1,"B1",325000,2016-10-05,325000,2046,1999,0
"7345",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8141,87," ","S2","1008 EAST 92ND   STREET                  ","            ",11236,2,1,3,2002,2400,1920,1,"S2",325000,2016-02-04,325000,2002,1920,0
"7347",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8145,5," ","B2","987 EAST 95TH   STREET                   ","            ",11236,2,0,2,2665,1056,1930,1,"B2",350000,2016-12-08,350000,2665,1930,0
"7348",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8145,63," ","B2","992 EAST 96TH   STREET                   ","            ",11236,2,0,2,3000,1840,1925,1,"B2",670000,2016-10-07,670000,3000,1925,0
"7349",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8147,53," ","B3","930 EAST 98TH   STREET                   ","            ",11236,2,0,2,3063,960,1920,1,"B3",675000,2016-07-28,675000,3063,1920,0
"7350",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8147,53," ","B3","930 EAST 98TH STREET                     ","            ",11236,2,0,2,3063,960,1920,1,"B3",240000,2016-02-10,240000,3063,1920,0
"7351",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8148,45," ","B2","534 EAST 99TH   STREET                   ","            ",11236,2,0,2,1980,1584,2005,1,"B2",549000,2016-12-13,549000,1980,2005,0
"7354",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8162,33," ","B2","9306 FARRAGUT ROAD                       ","            ",11236,2,0,2,2700,1264,1925,1,"B2",230000,2016-11-29,230000,2700,1925,0
"7356",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8164,29," ","B2","1029 EAST 95TH STREET                    ","            ",11236,2,0,2,2525,1760,1930,1,"B2",375000,2016-05-18,375000,2525,1930,0
"7357",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8164,69," ","B2","1056 EAST 96TH   STREET                  ","            ",11236,2,0,2,2500,1510,1925,1,"B2",380000,2016-01-28,380000,2500,1925,0
"7359",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8166,37," ","B1","9708 FARRAGUT ROAD                       ","            ",11236,2,0,2,2500,3240,1930,1,"B1",325000,2016-08-05,325000,2500,1930,0
"7360",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8171,114," ","B1","653 EAST 102 STREET                      ","            ",11236,2,0,2,2058,2140,1999,1,"B1",620000,2016-10-24,620000,2058,1999,0
"7361",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8171,163," ","B1","664 EAST 103 STREET                      ","            ",11236,2,0,2,2858,3212,1999,1,"B1",675000,2016-09-07,675000,2858,1999,0
"7364",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8179,78," ","B2","1114 EAST 92ND STREET                    ","            ",11236,2,0,2,2628,2152,2001,1,"B2",460000,2016-05-05,460000,2628,2001,0
"7366",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8180,33," ","B3","1105 EAST 92ND   STREET                  ","            ",11236,2,0,2,1726,1357,1950,1,"B3",436000,2016-01-11,436000,1726,1950,0
"7367",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8183,56," ","B1","163 CONKLIN AVENUE                       ","            ",11236,2,0,2,10020,2695,1940,1,"B1",725000,2016-05-31,725000,10020,1940,0
"7368",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8186,41," ","B2","9820 GLENWOOD ROAD                       ","            ",11236,2,0,2,2500,2108,1920,1,"B2",625000,2016-02-25,625000,2500,1920,0
"7370",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8190,39," ","B1","702 EAST 103 STREET                      ","            ",11236,2,0,2,42500,4412,1996,1,"B1",8150000,2016-07-28,8150000,42500,1996,0
"7372",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8198,9," ","B1","1285 REMSEN AVENUE                       ","            ",11236,2,0,2,2724,2160,1950,1,"B1",155695,2016-11-16,155695,2724,1950,0
"7373",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8198,43," ","B2","9016 FLATLANDS AVENUE                    ","            ",11236,2,0,2,1965,1944,1920,1,"B2",505000,2016-06-22,505000,1965,1920,0
"7374",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8198,45," ","B2","9020 FLATLANDS AVENUE                    ","            ",11236,2,0,2,2295,1620,1920,1,"B2",455000,2016-03-19,455000,2295,1920,0
"7377",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8200,9," ","B2","1241 EAST 92ND   STREET                  ","            ",11236,2,0,2,2042,1440,1920,1,"B2",360000,2016-12-15,360000,2042,1920,0
"7378",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8200,61," ","B2","1208 EAST 93RD STREET                    ","            ",11236,2,0,2,2000,2320,1920,1,"B2",350000,2016-11-10,350000,2000,1920,0
"7379",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8200,105," ","B9","9219 AVENUE J                            ","            ",11236,2,0,2,1006,1747,2003,1,"B9",365000,2016-03-10,365000,1006,2003,0
"7383",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8201,38," ","S2","9306 FLATLANDS AVENUE                    ","            ",11236,2,1,3,5369,3418,1920,1,"S2",150000,2016-10-10,150000,5369,1920,0
"7384",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8202,46," ","B1","1170 EAST 95TH STREET                    ","            ",11236,2,0,2,2016,1760,1935,1,"B1",440000,2016-05-16,440000,2016,1935,0
"7387",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8202,71," ","B1","1222 EAST 95TH   STREET                  ","            ",11236,2,0,2,3000,2200,1965,1,"B1",450000,2016-08-19,450000,3000,1965,0
"7388",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8206,51," ","B2","924 EAST 99TH STREET                     ","            ",11236,2,0,2,2000,1204,1925,1,"B2",112500,2016-10-06,112500,2000,1925,0
"7394",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8210,24," ","B9","939 EAST 102 STREET                      ","            ",11236,2,0,2,2000,2244,1955,1,"B9",635000,2016-09-29,635000,2000,1955,0
"7395",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8210,55," ","B9","940 EAST 103 STREET                      ","            ",11236,2,0,2,2000,2244,1960,1,"B9",366000,2016-07-21,366000,2000,1960,0
"7397",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8211,63," ","B2","958 EAST 104TH STREET                    ","            ",11236,2,0,2,2500,1600,1930,1,"B2",490000,2016-12-07,490000,2500,1930,0
"7398",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8212,7," ","B1","10407 AVENUE J                           ","            ",11236,2,0,2,2500,1600,1930,1,"B1",595000,2016-04-05,595000,2500,1930,0
"7399",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8212,24," ","B1","957 EAST 104 STREET                      ","            ",11236,2,0,2,2500,1600,1930,1,"B1",615000,2016-05-09,615000,2500,1930,0
"7400",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8212,42," ","S2","10408 FLATLANDS AVENUE                   ","            ",11236,2,1,3,1800,2480,1930,1,"S2",495000,2016-12-29,495000,1800,1930,0
"7403",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8213,66," ","B1","960 EAST 106TH STREET                    ","            ",11236,2,0,2,2250,1560,1960,1,"B1",515000,2016-03-31,515000,2250,1960,0
"7404",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8214,55," ","B1","928 EAST 107 STREET                      ","            ",11236,2,0,2,1992,2508,1960,1,"B1",630000,2016-10-31,630000,1992,1960,0
"7405",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8214,69," ","B1","962 EAST 107 STREET                      ","            ",11236,2,0,2,1992,2717,1960,1,"B1",565000,2016-03-25,565000,1992,1960,0
"7406",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8215,67," ","B1","954 EAST 108 STREET                      ","            ",11236,2,0,2,2000,1760,1955,1,"B1",442030,2016-01-26,442030,2000,1955,0
"7407",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8217,12," ","B9","1355 REMSEN AVENUE                       ","            ",11236,2,0,2,2000,2990,1960,1,"B9",660000,2016-02-08,660000,2000,1960,0
"7408",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8220,30," ","B2","1263 EAST 93RD   STREET                  ","            ",11236,2,0,2,2200,1728,1930,1,"B2",625000,2016-04-06,625000,2200,1930,0
"7409",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8221,12," ","B2","1311 EAST 94TH   STREET                  ","            ",11236,2,0,2,6000,2324,1925,1,"B2",722500,2016-12-15,722500,6000,1925,0
"7411",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8221,28," ","B2","1269 EAST 94TH STREET                    ","            ",11236,2,0,2,2175,1872,1925,1,"B2",655000,2016-03-25,655000,2175,1925,0
"7412",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8221,31," ","B2","1259 EAST 94TH STREET                    ","            ",11236,2,0,2,2175,1872,1925,1,"B2",515000,2016-05-06,515000,2175,1925,0
"7413",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8221,71," ","B2","1318 EAST 95TH STREET                    ","            ",11236,2,0,2,2200,1600,1925,1,"B2",635000,2016-05-11,635000,2200,1925,0
"7414",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8224,45," ","B1","1206 EAST 98TH STREET                    ","            ",11236,2,0,2,1584,1796,1960,1,"B1",550000,2016-01-25,550000,1584,1960,0
"7417",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8226,6," ","B1","9911 AVENUE K                            ","            ",11236,2,0,2,1900,1540,1950,1,"B1",275000,2016-08-08,275000,1900,1950,0
"7418",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8226,64," ","B1","1060 EAST 100TH STREET                   ","            ",11236,2,0,2,2000,1560,1960,1,"B1",560000,2016-02-29,560000,2000,1960,0
"7420",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8228,35," ","B9","1015 EAST 101 STREET                     ","            ",11236,2,0,2,3533,2235,1960,1,"B9",540000,2016-12-29,540000,3533,1960,0
"7422",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8228,67," ","B1","1060 EAST 102ND STREET                   ","            ",11236,2,0,2,2000,1835,1955,1,"B1",455000,2016-01-08,455000,2000,1955,0
"7423",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8229,16," ","B1","1061 EAST 102 STREET                     ","            ",11236,2,0,2,2000,1872,1955,1,"B1",472000,2016-12-02,472000,2000,1955,0
"7425",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8229,46," ","B9","10218 AVENUE J                           ","            ",11236,2,0,2,2000,2512,1955,1,"B9",430000,2016-08-18,430000,2000,1955,0
"7426",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8229,47," ","B9","10220 AVENUE J                           ","            ",11236,2,0,2,2000,2512,1955,1,"B9",293000,2016-07-07,293000,2000,1955,0
"7427",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8229,62," ","B9","1042 EAST 103 STREET                     ","            ",11236,2,0,2,2000,2272,1955,1,"B9",390000,2016-06-29,390000,2000,1955,0
"7429",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8231,46," ","B1","1016 EAST 105 STREET                     ","            ",11236,2,0,2,2000,1760,1955,1,"B1",597400,2016-08-17,597400,2000,1955,0
"7430",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8232,50," ","B1","105-47 FLATLANDS 1ST STREET              ","            ",11236,2,0,2,2000,2519,1960,1,"B1",650000,2016-10-21,650000,2000,1960,0
"7431",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8233,38," ","B2","105-86 FLATLANDS 1 STREET                ","            ",11236,2,0,2,4000,2112,1960,1,"B2",142000,2016-10-13,142000,4000,1960,0
"7432",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8236,2," ","B1","9021 AVENUE L                            ","            ",11236,2,0,2,1983,1712,1955,1,"B1",497000,2016-06-29,497000,1983,1955,0
"7433",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8241,24," ","B3","1361 EAST 95TH   STREET                  ","            ",11236,2,0,2,2072,1320,1920,1,"B3",251000,2016-12-15,251000,2072,1920,0
"7434",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8241,42," ","B2","9516 AVENUE K                            ","            ",11236,2,0,2,2373,1368,1920,1,"B2",330000,2016-09-30,330000,2373,1920,0
"7435",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8241,45," ","B2","9522 AVENUE K                            ","            ",11236,2,0,2,2325,1296,1920,1,"B2",310000,2016-07-11,310000,2325,1920,0
"7436",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8241,54," ","B2","7 HOLMES LANE                            ","            ",11236,2,0,2,2382,2180,1920,1,"B2",501350,2016-11-21,501350,2382,1920,0
"7438",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8242,38," ","B3","1321 EAST 96TH   STREET                  ","            ",11236,2,0,2,1609,1529,1920,1,"B3",180000,2016-01-18,180000,1609,1920,0
"7439",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8242,46," ","B2","1690 ROCKAWAY PARKWAY                    ","            ",11236,2,0,2,1967,1548,1920,1,"B2",530000,2016-12-15,530000,1967,1920,0
"7440",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8242,47," ","B2","1692 ROCKAWAY PARKWAY                    ","            ",11236,2,0,2,1967,1548,1920,1,"B2",330000,2016-03-17,330000,1967,1920,0
"7442",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8243,4," ","B2","9721 AVENUE L                            ","            ",11236,2,0,2,2375,1440,1925,1,"B2",468000,2016-03-08,468000,2375,1925,0
"7444",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8243,31," ","B1","1703 ROCKAWAY PARKWAY                    ","            ",11236,2,0,2,2300,1320,1955,1,"B1",550000,2016-05-06,550000,2300,1955,0
"7445",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8243,31," ","B1","1703 ROCKAWAY PARKWAY                    ","            ",11236,2,0,2,2300,1320,1955,1,"B1",240000,2016-01-27,240000,2300,1955,0
"7446",3,"CANARSIE                 ","02  TWO FAMILY DWELLINGS                    ","1.000000",8243,39," ","B1","9706 AVENUE K                            ","            ",11236,2,0,2,1800,1760,1955,1,"B1",355000,2016-07-19,355000,1800,1955,0
